brand,model,announced,size_height_width_deth,weight_g,colors,capacity,ram,approx_price_USD,img_url,stock
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Black,256 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Silver,32 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Silver,128 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Silver,256 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Gold,32 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Gold,128 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Gold,256 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Rose Gold,32 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Rose Gold,128 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Rose Gold,256 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Red,32 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Red,128 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone 7,2016  September,138.3 x 67.1 x 7.1 mm ,138,Red,256 GB,GB| 2 GB RAM,760,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-7r4.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Space Gray,16 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Space Gray,32 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Space Gray,64 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Space Gray,128 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Silver,16 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Silver,32 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Silver,64 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Silver,128 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Gold,16 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Gold,32 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Gold,64 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Gold,128 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Rose Gold,16 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Rose Gold,32 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Rose Gold,64 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone SE,2016  March,123.8 x 58.6 x 7.6 mm ,113,Rose Gold,128 GB,2 GB RAM,440,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5se-ofic.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Space Gray,16 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Space Gray,32 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Space Gray,64 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Space Gray,128 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Silver,16 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Silver,32 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Silver,64 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Silver,128 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Gold,16 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Gold,32 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Gold,64 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Gold,128 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Rose Gold,16 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Rose Gold,32 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Rose Gold,64 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s Plus,2015  September,158.2 x 77.9 x 7.3 mm ,192,Rose Gold,128 GB,2 GB RAM,750,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s-plus.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Space Gray,16 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Space Gray,32 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Space Gray,64 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Space Gray,128 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Silver,16 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Silver,32 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Silver,64 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Silver,128 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Gold,16 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Gold,32 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Gold,64 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Gold,128 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Rose Gold,16 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Rose Gold,32 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Rose Gold,64 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6s,2015  September,138.3 x 67.1 x 7.1 mm ,143,Rose Gold,128 GB,2 GB RAM,620,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6s1.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Space Gray,16 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Space Gray,64 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Space Gray,128 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Silver,16 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Silver,64 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Silver,128 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Gold,16 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Gold,64 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6 Plus,2014  September,158.1 x 77.8 x 7.1 mm ,172,Gold,128 GB,1 GB RAM DDR3,700,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-plus2.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Space Gray,16 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Space Gray,32 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Space Gray,64 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Space Gray,128 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Silver,16 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Silver,32 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Silver,64 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Silver,128 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Gold,16 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Gold,32 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Gold,64 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 6,2014  September,138.1 x 67 x 6.9 mm ,129,Gold,128 GB,1 GB RAM DDR3,540,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-6-4.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,Space Gray,16 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,Space Gray,32 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,Space Gray,64 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,White/Silver,16 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,White/Silver,32 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,White/Silver,64 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,Gold,16 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,Gold,32 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5s,2013  September,123.8 x 58.6 x 7.6 mm ,112,Gold,64 GB,1 GB RAM DDR3,330,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5s-ofic.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,White,8 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,White,16 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,White,32 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Blue,8 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Blue,16 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Blue,32 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Green,8 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Green,16 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Green,32 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Yellow,8 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Yellow,16 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Yellow,32 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Pink,8 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Pink,16 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
Apple,iPhone 5c,2013  September,124.4 x 59.2 x 9 mm ,132,Pink,32 GB,1 GB RAM,300,http://cdn2.gsmarena.com/vv/bigpic/apple-iphone-5c-new2.jpg,5
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,iPhone 8,,,,,,,,,
,iPhone 8 Plus,,,,,,,,,
,iPhone X,,,,,,,,,
,iPhone XR ,,,,,,,,,
,iPhone XS,,,,,,,,,
,iPhone XS Max,,,,,,,,,
,iPhone 11 ,,,,,,,,,
,iPhone 11 Pro,,,,,,,,,
,iPhone 11 Pro Max,,,,,,,,,
,iPhone SE (2020),,,,,,,,,
,iPhone 12,,,,,,,,,
,iPhone 12 Mini,,,,,,,,,
,iPhone 12 Pro,,,,,,,,,
,iPhone 12 Pro Max,,,,,,,,,
,iPhone 13 mini,,,,,,,,,
,iPhone 13 ,,,,,,,,,
,iPhone 13 Pro,,,,,,,,,
,iPhone 13 Pro Max,,,,,,,,,
